ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
7089,26-39,female,majority,0-9y,high school,middle class,0.440102,1,before 2015,0,1,10009,21038,sedan,0,0,1,0
7090,16-25,female,minority,0-9y,high school,middle class,0.846704,0,after 2015,0,0,10068,24311,sports car,3,0,2,1
7091,16-25,male,minority,0-9y,university,working class,0.417869,1,after 2015,0,0,10048,17554,sedan,0,1,2,1
7092,65+,female,minority,20-29y,high school,middle class,0.302364,1,before 2015,1,0,10007,9252,sedan,0,0,3,0
7093,40-64,female,minority,10-19y,high school,working class,0.130383,1,before 2015,0,1,10065,23699,sedan,4,0,0,0
7094,16-25,male,minority,10-19y,high school,middle class,0.674839,0,after 2015,1,1,10007,7282,sports car,0,0,0,0
7095,26-39,female,majority,20-29y,high school,poverty,0.084204,1,after 2015,1,0,10009,18192,sedan,3,0,0,0
7096,40-64,female,majority,20-29y,none,working class,0.061182,0,after 2015,1,1,10048,13635,sedan,1,0,1,0
7097,40-64,female,majority,20-29y,high school,middle class,0.681579,1,after 2015,1,0,10238,24412,sports car,1,0,0,0
7098,16-25,male,majority,10-19y,university,middle class,0.694289,1,after 2015,1,0,10032,12247,sedan,1,0,0,0
7099,26-39,male,minority,30y+,university,working class,0.19908,1,after 2015,0,1,10238,14325,sedan,0,0,0,0
7100,65+,male,majority,30y+,high school,middle class,0.957185,0,after 2015,1,0,10007,22169,sedan,2,0,0,0
7101,16-25,female,majority,10-19y,university,middle class,0.787814,1,after 2015,1,0,10022,11292,sedan,1,0,1,0
7102,26-39,female,majority,0-9y,none,middle class,0.686428,0,after 2015,0,1,10007,13073,sports car,2,0,1,1
7103,65+,female,majority,30y+,none,middle class,0.754348,1,before 2015,0,0,10238,15766,sports car,0,0,0,0
7104,40-64,male,minority,30y+,university,middle class,0.411887,1,before 2015,1,1,10015,16350,sedan,0,1,0,0
7105,26-39,male,majority,0-9y,high school,upper class,0.455642,1,before 2015,1,0,10015,7269,sedan,1,2,0,0
7106,16-25,female,majority,0-9y,university,middle class,0.870215,0,after 2015,1,0,10068,11352,sedan,0,2,2,1
7107,16-25,female,majority,30y+,none,upper class,0.025419,1,before 2015,0,0,10007,9131,sedan,4,1,1,1
7108,26-39,female,minority,10-19y,none,working class,0.802421,0,before 2015,1,0,10238,24433,sports car,0,0,0,0
7109,65+,female,minority,30y+,university,working class,0.447569,0,after 2015,0,0,10238,10501,sedan,0,1,5,0
7110,26-39,female,majority,0-9y,high school,middle class,0.463968,0,after 2015,0,0,10068,5274,sedan,0,0,0,0
7111,40-64,female,minority,30y+,none,working class,0.3257,0,after 2015,1,1,10009,7084,sports car,3,0,1,0
7112,65+,female,minority,0-9y,high school,upper class,0.607072,1,before 2015,0,1,10015,15365,sedan,0,0,1,0
7113,26-39,male,minority,10-19y,high school,working class,0.675673,1,after 2015,0,0,10015,17934,sedan,4,0,1,0
7114,26-39,female,minority,30y+,university,middle class,0.160754,1,after 2015,1,0,10065,6551,sedan,1,0,4,0
7115,40-64,female,minority,0-9y,university,middle class,0.565717,0,after 2015,0,0,10022,5762,sedan,1,0,1,0
7116,65+,male,majority,0-9y,university,poverty,0.464912,0,after 2015,1,0,10009,12604,sedan,0,0,1,0
7117,40-64,male,minority,30y+,high school,middle class,0.781909,0,after 2015,0,0,10022,13755,sedan,0,1,1,0
7118,16-25,male,minority,0-9y,high school,middle class,0.545287,1,after 2015,0,0,10068,10543,sedan,4,1,3,1
7119,40-64,female,minority,0-9y,university,upper class,0.429573,0,after 2015,0,1,10048,10653,sedan,0,0,1,0
7120,40-64,male,minority,10-19y,none,working class,0.528931,1,after 2015,0,0,10068,17848,sedan,0,1,4,1
7121,65+,male,majority,20-29y,high school,middle class,0.490568,1,before 2015,1,1,10065,15715,sports car,1,1,0,0
7122,16-25,female,majority,20-29y,university,upper class,0.935178,0,before 2015,0,0,10022,8423,sedan,1,1,4,1
7123,40-64,male,majority,30y+,high school,working class,0.311888,0,after 2015,0,1,10068,12602,sedan,3,0,2,0
7124,65+,female,minority,10-19y,university,working class,0.037349,0,before 2015,1,0,10065,7733,sedan,1,0,2,0
7125,26-39,male,majority,10-19y,none,poverty,0.661997,0,after 2015,0,1,10238,6787,sedan,2,0,3,0
7126,26-39,female,majority,10-19y,university,upper class,0.603843,0,before 2015,0,0,10032,19082,sports car,0,2,2,1
7127,16-25,male,majority,30y+,none,working class,0.909969,1,after 2015,1,0,10048,22584,sedan,0,0,0,0
7128,26-39,male,majority,20-29y,university,middle class,0.117477,1,after 2015,0,1,10007,12559,sedan,3,0,0,0
7129,26-39,male,minority,30y+,none,working class,0.522646,0,after 2015,1,0,10068,7056,sedan,1,0,3,0
7130,65+,female,minority,30y+,university,working class,0.150771,0,before 2015,0,0,10048,8907,sports car,2,0,5,1
7131,26-39,female,minority,10-19y,high school,upper class,0.455709,1,before 2015,1,1,10007,22119,sedan,0,2,2,0
7132,26-39,male,majority,10-19y,university,middle class,0.79937,0,before 2015,1,0,10048,8367,sports car,3,1,1,0
7133,40-64,female,minority,20-29y,university,middle class,0.857388,1,after 2015,1,0,10015,8713,sedan,0,0,2,0
7134,26-39,male,majority,0-9y,none,working class,0.83386,0,after 2015,1,1,10032,8772,sports car,2,0,0,0
7135,26-39,female,majority,0-9y,high school,working class,0.547405,0,after 2015,1,1,10068,19143,sedan,0,0,1,0
7136,40-64,female,minority,30y+,university,middle class,0.63396,1,after 2015,1,0,10007,6316,sedan,2,0,5,1
7137,65+,female,minority,10-19y,high school,working class,0.551565,1,after 2015,0,1,10015,22811,sedan,5,0,2,1
7138,40-64,female,minority,20-29y,university,middle class,0.561236,0,before 2015,0,0,10048,18161,sedan,1,0,1,0
7139,40-64,female,majority,20-29y,none,poverty,0.885151,0,after 2015,0,0,10065,13084,sedan,2,0,2,0
7140,16-25,female,majority,20-29y,university,upper class,0.209273,0,before 2015,1,0,10022,5112,sedan,2,0,0,0
7141,65+,female,majority,0-9y,none,middle class,0.438766,0,before 2015,0,0,10081,11536,sedan,1,0,2,1
7142,16-25,female,majority,20-29y,university,middle class,0.610063,1,before 2015,0,0,10068,11678,sports car,0,0,2,0
7143,40-64,female,majority,10-19y,high school,working class,0.765352,0,before 2015,1,0,10068,10406,sedan,1,0,2,0
7144,26-39,female,majority,30y+,high school,middle class,0.76189,0,after 2015,0,0,10009,10738,sedan,4,1,3,1
7145,65+,female,majority,10-19y,high school,poverty,0.117248,0,before 2015,1,1,10015,9584,sports car,4,0,1,1
7146,40-64,female,majority,30y+,university,working class,0.22191,1,before 2015,1,0,10022,17946,sports car,0,1,0,0
7147,40-64,female,minority,10-19y,high school,working class,0.911518,0,after 2015,0,1,10032,18282,sedan,3,0,5,1
7148,26-39,male,minority,30y+,high school,upper class,0.357519,1,before 2015,0,0,10081,23526,sports car,0,0,0,0
7149,26-39,male,minority,30y+,university,upper class,0.002713,0,after 2015,1,0,10032,16291,sports car,1,1,0,0
7150,40-64,male,majority,20-29y,high school,middle class,0.199797,0,after 2015,1,0,10081,13204,sports car,1,0,1,0
7151,40-64,male,majority,10-19y,university,middle class,0.969552,1,after 2015,0,1,10081,18126,sports car,0,0,0,0
7152,16-25,male,majority,10-19y,university,working class,0.309749,1,after 2015,1,0,10065,9940,sedan,2,0,1,0
7153,65+,female,majority,20-29y,high school,poverty,0.613715,0,before 2015,1,1,10065,22598,sedan,2,0,1,0
7154,65+,female,majority,20-29y,none,upper class,0.72665,1,after 2015,0,1,10015,17323,sedan,3,0,0,0
7155,26-39,female,majority,10-19y,university,middle class,0.646583,0,before 2015,1,0,10007,14698,sedan,1,0,1,0
7156,40-64,male,minority,20-29y,none,middle class,0.377566,1,after 2015,0,0,10048,8826,sports car,0,2,1,0
7157,40-64,female,majority,20-29y,university,upper class,0.430415,0,after 2015,0,1,10032,5250,sedan,1,1,1,0
7158,26-39,female,minority,0-9y,high school,upper class,0.837985,1,before 2015,0,0,10238,8657,sedan,0,0,1,0
7159,26-39,female,minority,0-9y,none,working class,0.662785,1,after 2015,1,0,10081,20530,sedan,4,2,1,1
7160,40-64,male,majority,0-9y,high school,working class,0.023435,1,after 2015,1,1,10238,13632,sedan,1,1,0,0
7161,40-64,female,majority,0-9y,university,upper class,0.203458,1,after 2015,0,0,10022,21084,sedan,1,0,0,0
7162,26-39,female,minority,10-19y,university,middle class,0.286298,0,after 2015,0,1,10081,9799,sports car,0,0,0,0
7163,40-64,female,majority,30y+,high school,upper class,0.365487,1,after 2015,1,0,10238,7900,sports car,2,0,1,0
7164,40-64,female,majority,10-19y,university,working class,0.576894,0,after 2015,0,0,10065,9160,sedan,0,0,2,0
7165,40-64,female,minority,0-9y,none,working class,0.366511,0,before 2015,1,1,10065,19770,sedan,0,0,1,0
7166,16-25,female,minority,10-19y,university,working class,0.825012,1,before 2015,1,0,10007,17535,sedan,0,0,0,0
7167,65+,female,minority,30y+,university,working class,0.473836,1,after 2015,1,1,10065,22068,sports car,4,0,2,1
7168,26-39,female,majority,10-19y,university,upper class,0.502179,0,before 2015,0,1,10048,16357,sedan,1,0,0,0
7169,26-39,female,majority,30y+,high school,middle class,0.427389,1,after 2015,0,1,10032,17481,sports car,0,0,4,0
7170,26-39,male,majority,0-9y,high school,upper class,0.310466,0,before 2015,0,1,10238,12277,sports car,2,0,3,1
7171,26-39,male,majority,0-9y,university,working class,0.7248,1,before 2015,0,0,10065,18884,sedan,1,0,4,1
7172,65+,male,majority,20-29y,high school,poverty,0.229563,1,before 2015,1,0,10032,12330,sedan,4,0,0,0
7173,26-39,male,majority,10-19y,none,poverty,0.68949,0,before 2015,0,0,10068,14880,sedan,0,0,1,0
7174,40-64,male,minority,20-29y,university,working class,0.529706,1,before 2015,0,1,10009,6349,sports car,0,0,3,0
7175,16-25,male,minority,30y+,university,middle class,0.102263,0,after 2015,0,0,10065,11474,sedan,5,0,3,1
7176,26-39,female,minority,10-19y,high school,working class,0.017967,1,before 2015,0,0,10068,7552,sedan,2,1,1,1
7177,65+,male,minority,20-29y,high school,working class,0.169444,1,before 2015,0,1,10022,14404,sports car,1,1,0,0
7178,40-64,male,majority,20-29y,high school,middle class,0.761021,1,before 2015,1,0,10048,6240,sedan,3,0,3,0
7179,26-39,female,majority,30y+,university,poverty,0.384598,1,after 2015,1,0,10032,12120,sedan,2,0,1,0
7180,40-64,female,minority,10-19y,university,poverty,0.804877,0,after 2015,0,1,10007,14718,sports car,0,0,0,0
7181,26-39,female,minority,0-9y,university,middle class,0.501906,1,before 2015,0,0,10022,16031,sports car,2,0,3,1
7182,26-39,female,majority,20-29y,university,middle class,0.032747,1,after 2015,1,1,10081,9835,sports car,0,0,0,0
7183,40-64,male,majority,30y+,university,upper class,0.846098,1,after 2015,0,0,10065,5956,sedan,0,2,0,0
7184,40-64,male,minority,0-9y,high school,middle class,0.936263,0,before 2015,0,1,10007,5098,sedan,0,3,0,0
7185,26-39,male,majority,0-9y,none,upper class,0.074215,1,before 2015,0,0,10009,9039,sports car,1,0,3,1
7186,65+,male,majority,10-19y,university,working class,0.208351,0,before 2015,0,1,10068,14722,sedan,2,0,0,0
7187,40-64,male,majority,20-29y,none,working class,0.715553,0,after 2015,1,0,10007,12179,sports car,0,0,1,0
7188,26-39,female,minority,10-19y,university,upper class,0.997176,0,after 2015,1,1,10009,17558,sedan,1,1,1,0
7189,40-64,male,majority,0-9y,university,upper class,0.876304,0,after 2015,1,0,10009,11241,sedan,1,0,0,0
7190,40-64,male,minority,20-29y,high school,middle class,0.098948,1,before 2015,0,1,10007,16062,sedan,3,0,1,1
7191,40-64,male,majority,0-9y,high school,middle class,0.607237,1,before 2015,0,0,10032,22241,sedan,0,0,3,1
7192,26-39,female,majority,0-9y,high school,poverty,0.665204,1,after 2015,1,1,10065,15275,sedan,0,0,2,0
7193,40-64,male,minority,10-19y,university,working class,0.630832,1,before 2015,1,0,10009,16114,sedan,0,0,0,0
7194,26-39,male,majority,10-19y,university,working class,0.56806,0,after 2015,1,1,10068,17781,sports car,0,2,1,0
7195,40-64,male,majority,10-19y,none,poverty,0.292204,0,before 2015,0,1,10015,10733,sedan,0,0,3,0
7196,40-64,male,majority,0-9y,university,middle class,0.668506,0,before 2015,1,0,10007,19701,sports car,0,0,1,0
7197,16-25,male,minority,10-19y,university,poverty,0.728451,1,before 2015,1,0,10068,20345,sedan,0,0,1,0
7198,40-64,female,majority,20-29y,none,working class,0.575766,1,after 2015,0,1,10048,8229,sedan,3,0,3,0
7199,65+,male,majority,10-19y,high school,upper class,0.497156,1,after 2015,0,1,10015,16366,sedan,0,0,0,0
7200,65+,female,minority,20-29y,high school,working class,0.219031,1,before 2015,1,1,10007,13859,sedan,1,0,0,0
7201,26-39,female,majority,0-9y,high school,poverty,0.544724,1,before 2015,0,0,10065,7253,sedan,1,0,5,1
7202,16-25,female,majority,0-9y,high school,middle class,0.12825,1,after 2015,1,1,10081,23730,sedan,0,0,3,1
7203,40-64,male,minority,30y+,none,upper class,0.072716,0,before 2015,1,0,10065,11199,sedan,0,0,0,0
7204,16-25,male,majority,10-19y,university,working class,0.777851,1,before 2015,1,1,10007,14293,sedan,0,0,2,0
7205,65+,male,majority,10-19y,none,upper class,0.676273,0,after 2015,1,1,10065,12308,sedan,2,0,0,0
7206,26-39,female,majority,30y+,high school,working class,0.649032,0,after 2015,0,0,10015,19740,sedan,4,0,3,0
7207,26-39,male,minority,20-29y,high school,middle class,0.928128,1,after 2015,1,0,10238,17548,sedan,0,3,3,1
7208,26-39,male,majority,20-29y,university,poverty,0.380773,0,after 2015,1,1,10238,17907,sedan,1,0,2,0
7209,26-39,female,majority,20-29y,university,working class,0.399732,1,after 2015,0,0,10032,6001,sedan,0,0,0,0
7210,40-64,female,minority,0-9y,university,middle class,0.413747,1,after 2015,1,0,10032,24520,sports car,2,0,4,1
7211,26-39,female,majority,30y+,university,middle class,0.465283,0,before 2015,0,0,10081,10636,sedan,2,0,3,0
7212,26-39,male,majority,30y+,high school,middle class,0.512843,0,before 2015,0,1,10068,7845,sedan,2,0,0,0
7213,26-39,female,majority,0-9y,high school,upper class,0.778017,0,after 2015,1,0,10007,9524,sedan,3,0,1,0
7214,40-64,male,minority,30y+,university,working class,0.217703,1,before 2015,1,0,10068,19188,sedan,0,0,3,0
7215,16-25,female,majority,10-19y,none,middle class,0.434084,1,before 2015,1,0,10022,24408,sports car,1,0,5,1
7216,40-64,male,minority,20-29y,university,poverty,0.505127,1,before 2015,1,0,10065,10662,sedan,1,2,4,1
7217,40-64,male,minority,0-9y,none,middle class,0.169118,0,after 2015,0,0,10048,10232,sports car,2,2,2,1
7218,40-64,female,majority,10-19y,university,middle class,0.701943,1,after 2015,1,0,10068,23939,sedan,0,0,1,0
7219,65+,female,majority,0-9y,high school,poverty,0.056271,1,after 2015,1,0,10007,17336,sedan,2,0,0,0
7220,65+,male,minority,10-19y,high school,poverty,0.585912,0,after 2015,0,0,10238,15950,sedan,0,0,1,0
7221,65+,male,majority,0-9y,high school,upper class,0.202142,0,after 2015,1,0,10081,10633,sedan,3,0,0,1
7222,26-39,female,majority,10-19y,university,working class,0.008468,0,before 2015,1,0,10065,15690,sedan,1,1,2,0
7223,16-25,female,majority,20-29y,high school,working class,0.315772,0,before 2015,0,0,10015,5179,sedan,0,0,0,0
7224,26-39,female,majority,30y+,high school,middle class,0.429141,0,after 2015,1,1,10032,16160,sedan,0,0,1,0
7225,65+,female,majority,0-9y,high school,working class,0.817301,1,before 2015,1,0,10032,14572,sedan,0,0,0,0
7226,65+,male,majority,30y+,none,working class,0.407846,1,before 2015,1,1,10238,16997,sedan,0,0,0,0
7227,65+,female,majority,10-19y,high school,working class,0.915436,0,after 2015,0,0,10065,19858,sports car,3,0,2,1
7228,16-25,female,majority,30y+,none,poverty,0.842539,1,before 2015,1,0,10009,8538,sports car,2,0,1,0
7229,65+,female,minority,10-19y,university,upper class,0.192738,1,after 2015,1,0,10068,8564,sports car,0,0,4,1
7230,26-39,male,minority,30y+,university,upper class,0.155717,1,before 2015,0,0,10081,13906,sports car,2,0,0,0
7231,16-25,female,majority,20-29y,high school,working class,0.243842,1,before 2015,1,1,10015,19707,sedan,0,0,4,1
7232,26-39,female,majority,10-19y,none,working class,0.359682,0,before 2015,1,0,10007,8295,sports car,3,0,2,0
7233,16-25,female,majority,10-19y,high school,middle class,0.583481,0,after 2015,0,0,10048,13418,sports car,4,0,1,1
7234,40-64,female,majority,30y+,high school,poverty,0.124082,0,before 2015,1,0,10015,16185,sedan,1,0,5,1
7235,26-39,female,majority,30y+,university,working class,0.532041,1,before 2015,1,0,10009,15823,sedan,0,0,0,0
7236,26-39,female,majority,10-19y,high school,poverty,0.580773,0,after 2015,0,0,10032,22485,sedan,0,1,1,0
7237,40-64,male,minority,0-9y,university,middle class,0.66089,1,before 2015,1,1,10065,12032,sedan,1,1,3,1
7238,65+,male,majority,20-29y,none,working class,0.550092,1,after 2015,0,1,10007,8491,sedan,0,0,3,0
7239,40-64,female,majority,30y+,high school,middle class,0.825172,1,after 2015,0,0,10015,9387,sports car,4,0,1,1
7240,26-39,female,majority,10-19y,university,poverty,0.64159,1,after 2015,0,1,10022,21706,sports car,0,0,0,0
7241,40-64,male,majority,30y+,none,middle class,0.924552,0,before 2015,0,1,10065,14945,sedan,2,0,0,0
7242,65+,female,minority,0-9y,high school,poverty,0.700924,1,before 2015,1,0,10007,13230,sedan,4,1,1,1
7243,16-25,male,majority,30y+,high school,upper class,0.43611,1,after 2015,1,0,10015,18879,sedan,0,0,0,0
7244,40-64,male,minority,20-29y,high school,middle class,0.209685,1,after 2015,0,1,10015,14211,sedan,0,0,4,0
7245,26-39,male,majority,10-19y,high school,poverty,0.010521,0,before 2015,0,0,10048,24976,sedan,3,2,1,1
7246,16-25,female,majority,10-19y,university,working class,0.090403,1,after 2015,0,1,10048,13534,sedan,0,0,2,0
7247,40-64,male,minority,20-29y,university,poverty,0.189676,0,before 2015,1,0,10065,12445,sedan,0,0,1,0
7248,65+,female,majority,20-29y,university,middle class,0.216441,0,after 2015,1,1,10068,22835,sedan,1,0,0,0
7249,26-39,female,majority,30y+,high school,poverty,0.742044,0,after 2015,0,1,10238,7427,sedan,0,0,2,0
7250,40-64,female,minority,20-29y,university,middle class,0.386056,1,before 2015,0,1,10015,6529,sedan,0,1,0,0
7251,65+,male,majority,10-19y,university,working class,0.324539,1,before 2015,0,1,10065,14409,sedan,1,2,1,1
7252,65+,female,minority,30y+,high school,middle class,0.052368,1,after 2015,1,1,10048,24793,sports car,0,1,3,0
7253,26-39,male,majority,20-29y,none,middle class,0.538661,0,after 2015,1,1,10007,12143,sedan,0,0,3,0
7254,65+,male,majority,30y+,university,upper class,0.612909,0,before 2015,1,1,10022,18899,sedan,1,0,0,0
7255,26-39,female,majority,30y+,university,upper class,0.877857,1,before 2015,1,1,10068,14747,sports car,0,2,3,1
7256,40-64,female,minority,30y+,none,upper class,0.502842,0,before 2015,1,0,10022,19298,sedan,1,1,0,0
7257,16-25,male,majority,0-9y,high school,working class,0.00772,1,after 2015,1,1,10022,11837,sports car,0,2,1,1
7258,16-25,female,majority,20-29y,university,middle class,0.065279,0,after 2015,1,0,10009,23024,sedan,0,2,0,0
